system:index,m_10,m_11,m_4,m_5,m_6,m_7,m_8,m_9,name,state,year,.geo
2_16_0,0.63252026,0.106348395,0.29021695,0.7372158,0.83870304,0.66159123,0.80532736,0.72135496,118_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.116464483467166,55.57616151415085]}"
2_17_0,0.63646,0.39145538,0.35081464,0.8639754,0.9111111,0.8662091,0.86925715,0.79524887,135_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.13874270251333,55.607602549095034]}"
2_18_0,0.5859908,0.05919109,0.2586034,0.76958764,0.8500291,0.8091575,0.7693632,0.6550242,216_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.65095750323643,55.63509099678909]}"
2_19_0,0.55629766,0.07579641,0.22622441,0.46226415,0.6334544,0.54014325,0.72921026,0.5053074,53E_2019,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.392790839144183,55.20443864958219]}"
2_20_0,0.8228872,0.21909069,0.31097892,0.7423109,0.8563449,0.50396377,0.8737548,0.8288248,149_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.778338610524578,55.26246981693631]}"
2_21_0,0.6414853,0.478562,0.45024076,0.8644789,0.8575152,0.5667458,0.8826227,0.06026322,77E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.508134521625127,55.44177354764657]}"
2_22_0,0.6068327,0.32545647,0.4464642,0.8348993,0.87262934,0.82899976,0.834478,0.5612014,82E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.614495051264882,55.47626885455676]}"
2_23_0,0.57749075,0.0040422212,0.26240757,0.7478312,0.84981686,0.7429598,0.81875914,0.689599,119_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.122573027399177,55.57382589441214]}"
2_24_0,0.611401,0.3902688,0.3479646,0.8460366,0.9043779,0.8098171,0.87185,0.6579188,P_26_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.874638008982192,55.50609292198953]}"
2_25_0,0.56666666,0.4548258,0.42976356,0.82800984,0.89248705,0.73274994,0.8748449,0.80844957,P_26_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.87373969369807,55.50645224810317]}"
2_26_0,0.54618925,0.1848837,0.28959405,0.5165983,0.71910113,0.7487108,0.68839777,0.6522911,109k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.58880323413906,55.47626885455676]}"
2_27_0,0.75586855,0.59672827,0.645303,0.855914,0.8598196,0.7918066,0.8132037,0.7783236,89E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.62006460602642,55.49405549718232]}"
2_28_0,0.75907946,0.23393954,0.5171685,0.8235489,0.8863101,0.448,0.87476,0.79234976,144_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.763965565978665,55.2721716220048]}"
2_29_0,0.8006673,0.30671507,0.41532537,0.8915689,0.8603628,0.88065845,0.90640646,0.48059946,42k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.40608590534915,55.193479203115935]}"
2_30_0,0.54171723,0.32873562,0.33188012,0.75941926,0.8590657,0.8445344,0.83432627,0.43028072,50E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.38901791495088,55.203001345127596]}"
2_31_0,0.64384127,0.19458795,0.3630288,0.8640366,0.9055947,0.89646757,0.8797971,0.81069493,135k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.08664499031625,55.24719845710628]}"
2_32_0,0.37817267,0.09081963,0.25367647,0.82472676,0.7945354,0.29662195,0.7340559,0.66855705,33_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.9138045553698,55.485790996568426]}"
2_33_0,0.5599863,0.0585975,0.22189094,0.7589966,0.80292296,0.798673,0.767343,0.65583014,128E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.94812477350502,55.30397198306263]}"
2_34_0,0.5893933,0.32827595,0.3767914,0.7342461,0.8484294,0.8320472,0.8585245,0.7668404,217_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.650418514065958,55.63652830124368]}"
2_35_0,0.55917686,0.08495862,0.25601065,0.71710885,0.7110628,0.7887842,0.8003599,0.68939394,124s_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.057539575110777,55.24324586985615]}"
2_36_0,0.6540018,0.10295173,0.26449552,0.87047255,0.8586164,0.82594204,0.8084705,0.65481526,164k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.970762318664832,55.27935814427776]}"
2_37_0,0.7299386,0.137955,0.31515178,0.7533427,0.82170725,0.8046693,0.8073961,0.7092094,124s_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.057359912053954,55.24198822845838]}"
2_38_0,0.6290887,0.07256199,0.22464153,0.80069435,0.81092,0.8129801,0.8054167,0.68042195,147k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.958904556914455,55.3082838964264]}"
2_39_0,0.71214956,0.22077185,0.302109,0.7058726,0.8382625,0.8166812,0.8495597,0.6722947,72E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.263074112117323,54.920930345914066]}"
2_40_0,0.46966115,0.056282777,0.3690468,0.5799458,0.5862403,0.61557937,0.68851393,0.5548057,90k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.52753813176211,55.453092320226474]}"
2_41_0,0.61018825,0.11252847,0.2735905,0.73957133,0.85282856,0.3332367,0.7502564,0.67228913,P_6_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.774565686331275,55.453271983283294]}"
2_42_0,0.60695654,0.10094927,0.30365217,0.74487805,0.8206338,0.5136616,0.7516553,0.5060511,16k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.438065929463807,55.17263828852436]}"
2_43_0,0.5406562,0.10464201,0.2185985,0.4361976,0.8224576,0.5532234,0.7674414,0.41249532,15E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.443635484225346,55.17730952800178]}"
2_44_0,0.49211165,0.013746915,0.2059461,0.5343915,0.46119943,0.75699204,0.8301379,0.71989465,28_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.935184459131847,55.484353692113835]}"
2_45_0,0.4428288,0.1167903,0.32145143,0.799051,0.78364974,0.71167535,0.57761735,0.4581887,114_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.138383376399684,55.61119581023151]}"
2_46_0,0.6357243,0.14437535,0.21263877,0.72665536,0.8404855,0.73664594,0.66102606,0.67556745,156_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.73737543356873,55.28349039458471]}"
2_47_0,0.6093204,0.17303446,0.27590707,0.47092658,0.727386,0.7737392,0.7912536,0.67385733,72E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.26846400382204,54.92272697648231]}"
2_48_0,0.3850537,0.13619627,0.22072937,0.3603387,0.74842614,0.49424574,0.5604094,0.36194113,P_239_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.393859668921422,55.42793949227113]}"
2_49_0,0.62867343,0.032050595,0.320491,0.8795401,0.585728,0.6760973,0.7970462,0.71888727,50_2019,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11107459176245,55.57616151415085]}"
2_50_0,0.4709207,0.14046307,0.31521034,0.5982405,0.7732697,0.759233,0.79875195,0.7194581,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.53543415769866,55.78600796452117]}"
2_51_0,0.39570552,0.115888834,0.24692778,0.6460009,0.8241225,0.54957616,0.7573616,0.37105486,18E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.450103354271008,55.1782078432859]}"
2_52_0,0.63319504,0.08501611,0.2696879,0.82822436,0.82844245,0.8004224,0.79746634,0.6332115,124s_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.058797216508545,55.24198822845838]}"
2_53_0,0.6526799,0.05641482,0.22127764,0.7004408,0.81207794,0.8169957,0.8003548,0.67788196,130E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.95046039324373,55.305049961403576]}"
2_54_0,0.5851054,0.040462427,0.27638182,0.3403707,0.2561442,0.59797084,0.8639374,0.683644,10k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.43860491863428,55.18431638721791]}"
2_55_0,0.631255,0.35076645,0.3219448,0.69921744,0.84945273,0.53316236,0.8449758,0.7101237,50E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.390095893291825,55.20425898652537]}"
2_56_0,0.67104363,0.20835821,0.3442164,0.5860124,0.56565696,0.45873672,0.6966938,0.6787727,158_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.750311173660048,55.294988830221435]}"
2_57_0,0.55014235,0.19950834,0.27025428,0.46748453,0.7067421,0.76650184,0.7671309,0.6052956,69E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.26720636242427,54.92236765036866]}"
2_58_0,0.817553,0.17989478,0.40587866,0.7886051,0.8634278,0.34869242,0.88592476,0.83912694,149_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.777619958297283,55.26318846916361]}"
2_59_0,0.55658734,0.345773,0.42950296,0.83428574,0.86933106,0.7830778,0.8365473,0.6504529,94k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.51639902223903,55.452194004942356]}"
2_60_0,0.3685337,0.078510545,0.24238114,0.6460052,0.8238075,0.6420846,0.7266035,0.3008684,18E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.448666049816417,55.17856716939955]}"
2_61_0,0.67626375,0.31202435,0.35138884,0.77688605,0.8467001,0.85330176,0.8438395,0.7690176,49E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.385604316871227,55.20318100818442]}"
2_62_0,0.5990691,0.11949133,0.2649417,0.6835692,0.87492156,0.8000548,0.82224333,0.73156065,78_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.15293608400242,55.575442861923555]}"
2_63_0,0.71154505,0.31278798,0.35889012,0.8010212,0.8607178,0.8778135,0.8592499,0.78871524,72E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.268104677708394,54.921648998141364]}"
2_64_0,0.70095176,0.36432433,0.44716495,0.85806674,0.8633843,0.7418149,0.8902405,0.44730058,47k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.407523209803742,55.19833010565018]}"
2_65_0,0.6397797,0.13191359,0.26377264,0.7365039,0.84276986,0.67399263,0.8104389,0.71770895,118_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.116284820410343,55.57616151415085]}"
2_66_0,0.666026,0.31033406,0.4,0.8174016,0.9074352,0.73021513,0.88093364,0.8182022,P_65_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.114847515955752,55.590175232583114]}"
2_67_0,0.59207344,0.08717531,0.28876024,0.65422887,0.71334016,0.60971314,0.8407684,0.8060296,97_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.122393364342354,55.6050872662995]}"
2_68_0,0.7545577,0.25245225,0.38986453,0.8760722,0.88840145,0.88068527,0.9013349,0.7185497,50k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.403390959496793,55.19743179036606]}"
2_69_0,0.73542154,0.26973146,0.39583334,0.8378906,0.8854962,0.60035384,0.86638314,0.7717091,144_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.76791815322879,55.27163263283433]}"
2_70_0,0.5608919,0.21481481,0.32726327,0.82485354,0.86320835,0.8508325,0.87308085,0.71375626,52k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.392790839144183,55.192760550888636]}"
2_71_0,0.54589534,0.13315688,0.29835016,0.7493003,0.86394346,0.784376,0.7963574,0.46634647,106k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.60802718121922,55.47447222398852]}"
2_72_0,0.4355581,0.10283636,0.30593923,0.6231884,0.76465225,0.74873126,0.7195152,0.6901036,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.537590114380546,55.784929986180224]}"
2_73_0,0.5528191,0.042414784,0.26240283,0.7861376,0.8610635,0.79828864,0.81096965,0.574024,81E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.61359673598076,55.47752649595452]}"
2_74_0,0.54385966,0.048570443,0.24309392,0.7776584,0.85564655,0.47072598,0.62962896,0.61720127,4_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.774026697160803,55.45524827690836]}"
2_75_0,0.62025464,0.3900862,0.33776462,0.78137654,0.85925746,0.84087354,0.8575729,0.7468767,49E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.38488566464393,55.203899660411714]}"
2_76_0,0.7826845,0.31647488,0.44758257,0.8361068,0.815873,0.860342,0.88427824,0.8073443,141_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.75552140230794,55.28367005764153]}"
2_77_0,0.71602887,0.16505435,0.35646653,0.86022156,0.8865579,0.8163261,0.89768255,0.70868826,75E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.506517554113714,55.44518714572622]}"
2_78_0,0.81982356,0.08911483,0.2810798,0.872012,0.64585114,0.5494597,0.89564866,0.72147554,59k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.401953655042202,55.203899660411714]}"
2_79_0,0.6592068,0.4489476,0.40703517,0.7332329,0.9076676,0.81664735,0.8854073,0.8035449,P_65_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.114667852898926,55.59053455869676]}"
2_80_0,0.5769943,0.049700644,0.23986442,0.6730022,0.8251325,0.76073426,0.7495806,0.60507756,119k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.069756662974804,55.232286423389894]}"
2_81_0,0.69958717,0.27696794,0.26800105,0.83840036,0.87007236,0.7485163,0.86193675,0.4560393,27E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.437347277236512,55.193658866172754]}"
2_82_0,0.6270054,0.099260174,0.24711494,0.74624354,0.80834174,0.74462366,0.77355856,0.53145456,127E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.947046795164077,55.30271434166487]}"
2_83_0,0.59475565,0.09995547,0.3067621,0.8581461,0.84615386,0.8076914,0.7782373,0.57946604,84E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.595810093355194,55.482197735431946]}"
2_84_0,0.43913275,0.11397921,0.24373446,0.5497018,0.82360923,0.6347278,0.67277664,0.45624828,17E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.443994810338996,55.17856716939955]}"
2_85_0,0.5374823,0.04123537,0.274861,0.79967624,0.8221916,0.8184597,0.76623374,0.4680026,85E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.598505039207552,55.48417402905701]}"
2_86_0,0.45736626,0.1210867,0.30628222,0.71493834,0.8148475,0.8321978,0.83854055,0.6451555,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.535973146869132,55.78457066006658]}"
2_87_0,0.46034727,0.2917724,0.2577031,0.5076619,0.8031973,-100.0,0.8010147,0.5057435,P_35_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.875356661209487,55.49998437805751]}"
2_88_0,0.4495348,0.12750602,0.30780473,0.7258256,0.79630506,0.73887223,0.7604492,0.69489527,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.53866809272149,55.78888257343035]}"
2_89_0,0.6238882,0.03739388,0.25714952,0.7238823,0.821878,0.78354496,0.7787732,0.6949362,93E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.096885784555212,55.24001193483332]}"
2_90_0,0.5426279,0.29571962,0.3810093,0.7443609,0.89050525,0.839561,0.8529644,0.7200957,123_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.105325373944083,55.59736175485607]}"
2_91_0,0.7863248,0.16405503,0.34735858,0.7299713,0.891001,0.32473394,0.8413886,0.8243568,149_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.77654197995634,55.261212175538546]}"
2_92_0,0.60520005,0.23994288,0.39290145,0.8629715,0.8762083,0.89168286,0.88893205,0.5271358,78E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.50274462992041,55.452373667999176]}"
2_93_0,0.6155158,0.11131815,0.2292633,0.7379955,0.8296045,0.789334,0.79457873,0.7344121,63E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.275111536924523,55.084962716794294]}"
2_94_0,0.6290646,0.041238815,0.30692807,0.88505054,0.84422266,0.7370518,0.8501801,0.6997434,96k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.515680370011733,55.44896006991952]}"
2_95_0,0.813457,0.025276931,0.27495596,0.81115824,0.65470773,0.43944985,0.6683692,0.7362999,100E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.08862128394131,55.23821530426508]}"
2_96_0,0.5425251,0.10748178,0.26313078,0.6626181,0.8439772,0.60609746,0.7794313,0.6684685,58_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10802031979644,55.57939544917368]}"
2_97_0,0.471732,0.060004618,0.1963061,0.47161645,0.65821254,0.61922807,0.6719775,0.60346997,92k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.523046555341512,55.45291265716965]}"
2_98_0,0.5487316,0.23042305,0.22351982,0.59561515,0.6334842,0.59710276,0.6076434,0.5713172,71k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.288047277015846,55.0759795639531]}"
2_99_0,0.5875299,0.11642948,0.28102002,0.73030794,0.8436614,0.7949613,0.81600904,0.7028963,116_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11341021150116,55.57759881860544]}"
2_100_0,0.42243823,0.0015979547,0.20347072,0.21904795,0.19196787,0.6365523,0.77025586,0.7277032,17k_2019,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.43914390780475,55.170123005728826]}"
2_101_0,0.58399504,0.36458334,0.39608338,0.77994484,0.88508725,0.60278744,0.8784357,0.82417583,17_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.922608045154174,55.491719877443614]}"
2_102_0,0.17272316,0.041036718,0.27824372,0.69942194,0.76864535,0.5882183,0.7300077,0.740675,313_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.53255954878948,55.78654695369164]}"
2_103_0,0.45214522,0.35677403,0.34018078,0.72507817,0.8832591,0.85367745,0.8606941,0.7628829,18_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.927458947688418,55.490282572989024]}"
2_104_0,0.6558327,0.25740063,0.3032015,0.8048867,0.8295688,0.83509237,0.8752616,0.40458247,25E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.43914390780475,55.19240122477499]}"
2_105_0,0.40778977,0.3658124,0.2689295,0.4915751,0.7525392,-100.0,0.7762416,0.48231336,P_35_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.87643463955043,55.499804715000685]}"
2_106_0,0.56791246,0.057493065,0.2412594,0.6096339,0.81808126,0.6140661,0.8159738,0.53676105,76E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.508314184681954,55.443570178214806]}"
2_107_0,0.5916693,0.10947292,0.30421534,0.5960369,0.62852484,0.68910515,0.7258582,0.6462882,113k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.623657867162898,55.49567246469374]}"
2_108_0,0.4462399,0.11227298,0.32477447,0.66902477,0.78162915,0.7619283,0.78896624,0.69173765,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.537590114380546,55.78528931229387]}"
2_109_0,0.65671194,0.1574398,0.25771987,0.6054685,0.6983819,0.7675167,0.81628394,0.71916085,72E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.26433175351509,54.920211693686774]}"
2_110_0,0.5875299,0.11642948,0.28102002,0.73030794,0.8436614,0.7949613,0.81600904,0.7028963,116_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11341021150116,55.57759881860544]}"
2_111_0,0.53220856,0.33553368,0.3406844,0.66697276,0.8541524,0.8312997,0.80496734,0.67118907,72E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.270440297447102,54.92254731342548]}"
2_112_0,0.3640113,-0.0039011773,0.30766863,0.7110856,0.53013456,0.54846346,0.8555971,0.809608,25_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.934645469961374,55.485790996568426]}"
2_113_0,0.53202754,0.10923872,0.2716323,0.7449425,0.85280854,0.806824,0.80447644,0.6554933,91E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.6274307913562,55.491719877443614]}"
2_114_0,0.7027094,0.1617505,0.40377358,0.85967845,0.8141892,0.46683863,0.8750449,0.8399407,155_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.731626215750364,55.28205309013012]}"
2_115_0,0.5053564,0.3199554,0.34680998,0.8400618,0.85530597,0.75056136,0.84866804,0.3381464,12k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.440581212259342,55.17856716939955]}"
2_116_0,0.58468074,0.2610716,0.38374594,0.8644312,0.9004367,0.4739508,0.8144024,0.6459525,47_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.091131992454997,55.57598185109402]}"
2_117_0,0.81381816,0.43739766,0.65429586,0.8424095,0.8203194,0.6801572,0.7986568,0.78938776,155_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.73378217243225,55.279717470391404]}"
2_118_0,0.61651915,0.45182243,0.47123855,0.82581705,0.8564437,0.64360934,0.8970423,0.424139,77E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.507954858568304,55.440875232362444]}"
2_119_0,0.55985266,0.16019078,0.25323474,0.452205,0.66243196,0.7295492,0.74120194,0.616226,69E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.266847036310626,54.92218798731184]}"
2_120_0,0.4978975,0.32705098,0.33140805,0.73944163,0.85016286,0.8112893,0.85556203,0.62751824,50E_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.388838251894057,55.20354033429807]}"
2_121_0,0.5251641,0.33259287,0.38794455,0.8436982,0.8752247,0.79431665,0.84130687,0.66356796,94k_2019,1,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.516758348352678,55.452553331056]}"
2_122_0,0.45323718,0.11070848,0.2932592,0.6540613,0.7625764,0.7591901,0.75211865,0.71235675,312_2020,0,y2018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.537410451323723,55.78510964923705]}"
