system:index,m_10,m_11,m_4,m_5,m_6,m_7,m_8,m_9,name,state,year,.geo
2_20_0,0.5962799,0.3651405,0.24840187,0.69512355,0.84581995,0.64007473,0.5812228,0.6633904,63e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.858113582036243,55.34798943198449]}"
2_21_0,0.7192053,0.5616239,0.43868312,0.68677497,0.82055694,0.5131389,0.66580975,0.76390773,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.601375073834884,55.25151037047005]}"
2_22_0,0.7563097,0.6414939,0.35982093,0.8144177,0.86544555,0.41627344,0.5057693,0.65382427,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555201668231142,55.21449978076433]}"
2_23_0,0.7497415,0.6696217,0.29536527,0.845885,0.88461536,0.7885607,0.7068917,0.5630789,25e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.339606000042455,55.276124209254924]}"
2_24_0,0.77892965,0.6180648,0.35538954,0.80258876,0.8856227,0.4456816,0.38165256,0.7842054,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.55645930962891,55.21719472661669]}"
2_25_0,0.7736841,0.5625493,0.3812217,0.77821696,0.8556318,0.38279107,0.5721856,0.78180933,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.55699829879938,55.2150387699348]}"
2_26_0,0.6687085,0.37188068,0.36175954,0.84388644,0.7676214,0.69763106,0.4608306,0.7629667,48e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.759658226896743,55.33415537660905]}"
2_27_0,0.70453936,0.5934437,0.34454507,0.7369602,0.8088681,0.54043305,0.6229545,0.82227486,35e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.50543500149092,55.22366259666235]}"
2_28_0,0.5895798,0.4214316,0.2473532,0.793024,0.84453434,0.7421873,0.5997566,0.6847412,60e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.86260515845684,55.33846728997282]}"
2_29_0,0.7928614,0.6396774,0.35844472,0.805386,0.8696903,0.4447888,0.56820655,0.6768631,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555201668231142,55.21414045465068]}"
2_30_0,0.8302523,0.7143017,0.3516078,0.75755537,0.89261305,0.4190858,0.6203387,0.76608634,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555560994344788,55.21593708521892]}"
2_31_0,0.7647933,0.627829,0.46478873,0.7506065,0.8456906,0.59922683,0.7256786,0.77954996,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.598141138812053,55.25151037047005]}"
2_32_0,0.6951673,0.580633,0.23940751,0.7926947,0.84413826,0.6281666,0.5879715,0.64221513,25e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.34212128283799,55.277381850652695]}"
2_33_0,0.64558184,0.49778557,0.3393461,0.56035835,0.7986504,0.70307386,0.6731722,0.732784,64k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.77293957025616,55.60993816883374]}"
2_34_0,0.6984986,0.60319877,0.50160426,0.8135226,0.78924537,0.59351295,0.68494105,0.83078045,4e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.132454495524495,55.12951915488662]}"
2_35_0,0.76804125,0.50764114,0.52759033,0.85418075,0.78215975,0.68108535,0.596424,0.8115734,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.728935844179855,55.3427792033366]}"
2_36_0,0.73223054,0.59614044,0.42031777,0.80519724,0.84641784,0.76035947,0.5259467,0.786099,31e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.57173066945894,55.25510363160653]}"
2_37_0,0.79532164,0.5327961,0.4968153,0.8596333,0.72637355,0.7154768,0.6323915,0.8420221,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.729474833350327,55.3427792033366]}"
2_38_0,0.7852642,0.62891614,0.40462962,0.77932554,0.8574675,0.76321095,0.661436,0.8307298,28e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.575144267538594,55.253307001038294]}"
2_39_0,0.739819,0.6114633,0.4148061,0.73323053,0.8224852,0.5074766,0.71097195,0.76555145,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.59903945409617,55.250432392129106]}"
2_40_0,0.76042676,0.63656145,0.42752442,0.8998979,0.6031028,0.6741458,0.6382378,0.79489625,47e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.7623531727491,55.33846728997282]}"
2_41_0,0.57372653,0.38999122,0.23028442,0.64309716,0.8183263,0.659436,0.6311782,0.66518927,36k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.86206616928637,55.34942673643908]}"
2_42_0,0.5659039,0.43677816,0.2584746,0.48885858,0.8909091,0.8352941,0.81283,0.7829702,40e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.467346433444252,55.219710009412225]}"
2_43_0,0.67516524,0.51401293,0.53935856,0.776005,0.85115176,0.6579317,0.6965595,0.83624405,6k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.918286983226697,55.62898245285707]}"
2_44_0,0.6084599,0.53509957,0.36763978,0.81585824,0.88381606,0.826927,0.8047196,0.76928836,25e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.343738250349404,55.27792083982317]}"
2_45_0,0.7576945,0.62614536,0.38760406,0.8676026,0.80255264,0.82280076,0.18048024,0.79424953,13e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.24079131878931,55.237316988980965]}"
2_46_0,0.6508067,0.34554565,0.29603276,0.8410557,0.84850407,0.6782277,0.6073858,0.7062774,59e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.861347517059073,55.333616387438575]}"
2_47_0,0.72521925,0.57378423,0.442,0.74366844,0.87639105,0.55417407,0.7290553,0.7703944,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.60083608466441,55.25025272907229]}"
2_48_0,0.4893375,0.42867208,0.19675456,0.57650274,0.79691195,0.7390418,0.63586205,0.58665425,44k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.200178319383404,55.763011093247705]}"
2_49_0,0.53304964,0.46205473,0.2890259,0.5472036,0.79454494,0.78069144,0.73799276,0.5606681,40k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.21580900532708,55.7516923206678]}"
2_50_0,0.59153,0.38123822,0.34705076,0.8798603,0.7808798,0.58637595,0.53056157,0.63240075,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.72821719195256,55.34385718167754]}"
2_51_0,0.5803244,0.44091293,0.34221902,0.6747624,0.7829246,0.7539586,0.59153783,0.76511145,33e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.562927179674567,55.25169003352688]}"
2_52_0,0.6373662,0.45316067,0.3814527,0.8698565,0.6957361,0.69936144,0.55950457,0.70071405,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.72713921361162,55.34385718167754]}"
2_53_0,0.4037986,0.2655791,0.45445344,0.59149414,0.7231237,0.415438,0.40603462,0.5358478,32k_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.46537013981919,55.2195303463554]}"
2_54_0,0.5838655,0.47252777,0.30856365,0.4707379,0.82980955,0.7315248,0.6159903,0.61501706,38e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.507590958172806,55.233723727844485]}"
2_55_0,0.7928614,0.6396774,0.35844472,0.805386,0.8696903,0.4447888,0.56820655,0.6768631,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555201668231142,55.21414045465068]}"
2_56_0,0.70502335,0.46596047,0.41803607,0.8982689,0.7789162,0.67445576,0.56,0.76813966,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.731091800861744,55.34313852945024]}"
2_57_0,0.80485725,0.72784007,0.43952534,0.81538963,0.74327165,0.737512,0.7263718,0.77546185,34e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.56813740832246,55.24540182653804]}"
2_58_0,0.50758225,0.33129144,0.2532956,0.6757161,0.848812,0.68231064,0.49124855,0.577572,62e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.856676277581652,55.34493516001848]}"
2_59_0,0.73696744,0.5833453,0.49934125,0.7356322,0.8389048,0.53453326,0.7347548,0.7976939,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.598500464925703,55.25079171824276]}"
2_60_0,0.6106195,0.5111153,0.41380975,0.682711,0.80699366,0.6914947,0.63762105,0.7924626,33e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.561849201333626,55.251869696583704]}"
2_61_0,0.76998425,0.6290779,0.3834116,0.81586456,0.8671012,0.38531783,0.53834087,0.6380116,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555022005174315,55.2143201177075]}"
2_62_0,0.7680222,0.5985462,0.4220229,0.842705,0.83207804,0.65387267,0.569801,0.79198325,4e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.130298538842606,55.12915982877298]}"
2_63_0,0.70700973,0.5505537,0.35900623,0.66424143,0.8191052,0.60465115,0.6416907,0.7478238,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.59652417130064,55.25204935964052]}"
2_64_0,0.7984817,0.5943737,0.40482876,0.79623246,0.8750252,0.31335077,0.57900333,0.77038825,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.55609998351526,55.21414045465068]}"
2_65_0,0.5189385,0.4652568,0.32975087,0.7753369,0.7166754,0.77217185,0.6974463,0.80762154,20e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.27295100596079,55.23839496732191]}"
2_66_0,0.53639823,0.33285493,0.29000694,0.66189086,0.84416896,0.71392167,0.62996167,0.63141024,35k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.85793391897942,55.34547414918895]}"
2_67_0,0.634263,0.3834259,0.27396417,0.8391694,0.852245,0.66986775,0.6191804,0.7077043,59e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.861706843172723,55.33415537660905]}"
2_68_0,0.79413474,0.68448144,0.36454067,0.82176626,0.88077694,0.37865007,0.5052453,0.69060147,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.55430335294702,55.213242139366564]}"
2_69_0,0.5749868,0.37255776,0.2286639,0.7784057,0.83422506,0.72204095,0.60572076,0.6568074,60e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.861347517059073,55.338646953029645]}"
2_70_0,0.8252602,0.6925382,0.35609183,0.75168025,0.8599592,0.34913707,0.48509595,0.70664525,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.55466267906067,55.21306247630974]}"
2_71_0,0.27324367,0.32086784,0.48473284,0.71972626,0.83413464,0.45578653,0.4027563,0.19098228,32k_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.465729465932835,55.21917102024175]}"
2_72_0,0.6939597,0.48895866,0.34684932,0.8256234,0.7626915,0.75691235,0.6364729,0.7795766,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.72713921361162,55.34349785556389]}"
2_73_0,0.4646917,0.3621565,0.24074844,0.58896744,0.8484734,0.8046992,0.6483043,0.7024057,5e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.175393966105407,55.15700760258068]}"
2_74_0,0.6420593,0.4797761,0.34436914,0.8168502,0.8384496,0.6646092,0.63667667,0.7300778,59e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.861527180115896,55.33415537660905]}"
2_75_0,0.7819221,0.6499531,0.35766423,0.7723356,0.85576415,0.40842405,0.51062644,0.7020248,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.553584700719725,55.213242139366564]}"
2_76_0,0.8292189,0.47049838,0.23662208,0.6298246,0.9048839,0.61431766,0.79999506,0.8883457,54e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.815353774512154,55.32804683267704]}"
2_77_0,0.5188255,0.3627674,0.22084709,0.59445244,0.7752809,0.68250704,0.4848482,0.58612686,64e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.86386279985461,55.3465521275299]}"
2_78_0,0.5926352,0.49370492,0.36199096,0.6172987,0.81773233,0.72496206,0.6621308,0.7200121,64k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.77258024414251,55.60975850577692]}"
2_79_0,0.52858216,0.3329524,0.27830586,0.67374533,0.8445947,0.71015453,0.6116199,0.63172555,35k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.858113582036243,55.34565381224578]}"
2_80_0,0.6215881,0.46614817,0.3634558,0.9042691,0.7944876,0.6818711,0.5125746,0.7077376,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.7255222461002,55.34403684473436]}"
2_81_0,0.4220336,0.33610356,0.24407253,0.8950858,0.91025746,0.81715095,0.57065964,0.4687915,55e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.84553716805857,55.31780603843807]}"
2_82_0,0.7502596,0.555997,0.38819876,0.8076527,0.8084763,0.7171768,0.5859182,0.7855513,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.725701909157024,55.34313852945024]}"
2_83_0,0.605948,0.5133139,0.33308852,0.4472075,0.78555757,0.65057784,0.45079255,0.60038674,36e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.509926577911518,55.2346220431286]}"
2_84_0,0.65375644,0.55889726,0.5710278,0.7954497,0.8816847,0.70989716,0.822871,0.8501109,7k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.919544624624464,55.6291621159139]}"
2_85_0,0.611465,0.49514687,0.29107374,0.71356565,0.81445414,0.7054331,0.6372147,0.65621,38e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.507411295115983,55.233544064787665]}"
2_86_0,0.7805201,0.52543724,0.38371116,0.8786205,0.7168373,0.70060754,0.5474006,0.81504554,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.726061235270674,55.3420605511093]}"
2_87_0,0.51953757,0.42039356,0.24611162,0.80353475,0.81445724,0.55263245,0.48700777,0.5973466,3k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.081250524329683,55.09825778299926]}"
2_88_0,0.5934426,0.43480942,0.47334743,0.90032643,0.8062765,0.66459215,0.64043915,0.78156257,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.731990116145862,55.34313852945024]}"
2_89_0,0.7569593,0.51913136,0.50431985,0.89647305,0.7653441,0.72746307,0.6526734,0.8060235,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.731630790032213,55.34295886639342]}"
2_90_0,0.6705053,0.55706805,0.48095757,0.8155698,0.8164083,0.57145464,0.69733524,0.80573833,4e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.133352810808613,55.12951915488662]}"
2_91_0,0.5726044,0.3494896,0.24449728,0.6910672,0.85554045,0.6857589,0.61007535,0.63653207,63e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.857754255922597,55.347450442814015]}"
2_92_0,0.6075439,0.5124792,0.27754137,0.4468918,0.8051977,0.7486279,0.65347886,0.73377335,85k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.617890352217128,55.4773468328977]}"
2_93_0,0.5976226,0.48584557,0.40355805,0.7276698,0.74730486,0.64096665,0.55613124,0.7545565,33e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.562747516617744,55.25133070741323]}"
2_94_0,0.7428646,0.5377978,0.37585422,0.8631363,0.72549516,0.5611709,0.6527918,0.8002087,47e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.762892161919574,55.33882661608647]}"
2_95_0,0.79036826,0.5356489,0.4674302,0.83858806,0.73963606,0.73399013,0.5118457,0.84380305,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.729295170293504,55.342419877222945]}"
2_96_0,0.66634196,0.57762223,0.22607261,0.8330139,0.87558323,0.71738696,0.58033574,0.65184975,25e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.343378924235758,55.277381850652695]}"
2_97_0,0.7412982,0.58566564,0.35723016,0.8636946,0.5956825,0.65006804,0.6158692,0.8013578,47e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.761993846635455,55.338287626916]}"
2_98_0,0.7440084,0.5543482,0.26949242,0.7813896,0.8091873,0.6264888,0.5355805,0.64387727,25e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.34248060895164,55.27720218759587]}"
2_99_0,0.4070686,0.22514512,0.2778761,0.42326686,0.1884219,0.7304542,0.5398836,0.7986324,6e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.188150043139903,55.149102428080425]}"
2_100_0,0.5232034,0.39530334,0.28100467,0.6797625,0.7759624,0.7261546,0.70300984,0.47121033,40k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.21652765755438,55.75312962512239]}"
2_101_0,0.60055184,0.41617045,0.25009426,0.6030409,0.8378962,0.68303144,0.6236541,0.6786555,63e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.857035603695298,55.34834875809814]}"
2_102_0,0.7221738,0.616509,0.40419582,0.8546963,0.8119022,0.8251599,0.1862277,0.79025817,13e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.240970981846132,55.237316988980965]}"
2_103_0,0.6342239,0.4227752,0.26356566,0.6431794,0.7980651,0.6867769,0.6801656,0.74122435,63e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.858293245093066,55.34906741032543]}"
2_104_0,0.7380548,0.5878211,0.45878693,0.7323601,0.82125604,0.5119843,0.712043,0.7505353,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.59706316047111,55.25204935964052]}"
2_105_0,0.5271198,0.42771447,0.25098816,0.82121575,0.8315453,0.54658777,0.4926722,0.5852931,3k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.081430187386506,55.098078119942436]}"
2_106_0,0.6614848,0.50386435,0.3025901,0.79809684,0.83822507,0.688497,0.58090436,0.7133223,64e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.862784821513664,55.3465521275299]}"
2_107_0,0.7777778,0.60377276,0.46612635,0.8923674,0.69764507,0.63671315,0.37907484,0.8291337,48e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.758220922442153,55.33433503966587]}"
2_108_0,0.6447704,0.41764793,0.36506468,0.8207717,0.8079954,0.66478276,0.5255233,0.70678467,50e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.728396855009382,55.34349785556389]}"
2_109_0,0.7856111,0.6057319,0.43403628,0.7435122,0.86191154,0.49418604,0.7385042,0.7979425,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.598680127982526,55.25240868575417]}"
2_110_0,0.4140487,0.24279195,0.27980828,0.42155898,0.18456605,0.7228271,0.54306686,0.7886598,6e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.18832970619673,55.149102428080425]}"
2_111_0,0.73696744,0.5833453,0.49934125,0.7356322,0.8389048,0.53453326,0.7347548,0.7976939,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.598500464925703,55.25079171824276]}"
2_112_0,0.5673845,0.43461353,0.27326316,0.49655023,0.860662,0.8018719,0.487105,0.6602427,81k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.60818854714864,55.4315327534076]}"
2_113_0,0.7580224,0.61290586,0.3509642,0.75534934,0.88060355,0.40526083,0.56791174,0.7416316,33k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.555381331287965,55.21593708521892]}"
2_114_0,0.44566238,0.42857143,0.2361111,0.5877754,0.7788145,0.72502744,0.69384694,0.5652215,44k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.20053764549705,55.762831430190886]}"
2_115_0,0.66885483,0.5579596,0.37801933,0.6275384,0.84728944,0.8094127,0.7456437,0.7907393,64k_br_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.77258024414251,55.61029749494739]}"
2_116_0,0.60134274,0.35941368,0.26194128,0.72169274,0.8671189,0.6366946,0.5866249,0.65986866,63e_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.85757459286577,55.34798943198449]}"
2_117_0,0.81498533,0.65068334,0.39107838,0.82305866,0.85261357,0.7600823,0.62398374,0.8340708,29k_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.573886626140826,55.25438497937923]}"
2_118_0,0.6280434,0.4289155,0.401519,0.664995,0.8665614,0.63095236,0.74229175,0.75137323,26k_sh_2022,1,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.60029709549394,55.251869696583704]}"
2_119_0,0.85017747,0.6829977,0.41076005,0.8121975,0.7499246,0.7338315,0.68362886,0.827051,34e_sh_2022,0,y2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.56849673443611,55.24558148959486]}"
