system:index,m_10,m_11,m_4,m_5,m_6,m_7,m_8,m_9,name,state,year,.geo
2_11_0,0.51367784,-100.0,0.44657022,0.82822824,0.90502536,0.867458,0.8458673,0.8192545,6_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.443267009548,55.132393763795804]}"
2_12_0,0.5224451,0.25170913,0.28319502,0.58563954,0.82010347,0.7877295,0.7176128,0.7418352,6_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.776182653842692,55.45399063551059]}"
2_13_0,0.44461077,-100.0,0.46997404,0.81058496,0.8766924,0.8581793,0.75991595,0.7961067,25_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.36116099257947,55.11981734981813]}"
2_14_0,0.5330396,0.55140185,0.26457018,0.45031333,0.8306084,0.7357371,0.7805365,0.6812293,39k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.410936807883395,55.187011333070274]}"
2_15_0,0.5060416,-100.0,0.4855631,0.853039,0.8871144,0.80846775,0.7803636,0.7891669,25_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.36152031869312,55.11963768676131]}"
2_16_0,0.42931482,-100.0,0.27190256,0.3105384,0.6724599,0.7736563,0.46593577,0.2969073,142_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.75498241313747,55.273608926459396]}"
2_17_0,0.5165957,0.12256268,0.32330456,0.6153565,0.8028419,0.7798908,0.68044233,0.41346204,P_35_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.874997335095838,55.50016404111434]}"
2_18_0,0.295587,-100.0,0.21635884,0.6627358,0.75529754,0.7180594,0.69505906,0.65868443,91k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.523765207568808,55.452194004942356]}"
2_19_0,0.22073238,0.24393864,0.41468683,0.2868593,0.23087339,0.6942291,0.772043,0.57655394,66k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.390634882462294,55.20174370372983]}"
2_20_0,0.5484897,0.153125,0.40942758,0.5956572,0.8669813,0.81295294,0.86122864,0.7139627,149_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.778158947467755,55.26336813222043]}"
2_21_0,0.55279005,0.4674761,0.24706718,0.49993327,0.84273565,0.548718,0.7882497,0.6273627,50_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.956564362893893,55.1616788420581]}"
2_22_0,0.61398906,0.10719405,0.25250065,0.41244644,0.7501249,0.57677615,0.7380218,0.7277213,92_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.39421899503507,55.005551645678125]}"
2_23_0,0.44722608,-100.0,0.36485368,0.78721195,0.8989261,0.82229966,0.83522207,0.77881724,75E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.507415869397832,55.44608546101034]}"
2_24_0,0.42813727,-100.0,0.2867052,0.82228,0.8870432,0.7442165,0.8122525,0.73492336,91E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.623837530219724,55.49064189910267]}"
2_25_0,0.45271486,-100.0,0.41148326,0.76606494,0.89608395,0.32130778,0.7353342,0.8039828,82E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.614674714321705,55.47590952844311]}"
2_26_0,0.3612762,0.2640113,0.28916237,0.47265303,0.75677013,0.5711744,0.38642168,0.36934155,60_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.108918635080563,55.58101241668509]}"
2_27_0,0.7510057,0.31112498,0.28334418,0.598707,0.8341859,0.50730836,0.7539284,0.80471206,P_253_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.643411654849825,55.64658943242582]}"
2_28_0,0.5300128,0.19393048,0.3510681,0.7348976,0.89566755,0.87397134,0.7893594,0.7039015,134_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.13784438722921,55.60868052743597]}"
2_29_0,0.28895643,-100.0,0.41729638,0.82932526,0.90577835,0.86821616,0.8783973,0.69,77E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.509931152193367,55.441414221532916]}"
2_30_0,0.45545653,0.43247345,0.28483355,0.7528517,0.874912,0.8482961,0.8110791,0.7620666,46E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.38308903407569,55.20192336678665]}"
2_31_0,0.62604654,0.28763315,0.30564544,0.7385705,0.8254227,0.820813,0.3817045,0.7477937,133_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.463389271912273,55.10921722946552]}"
2_32_0,0.41730604,-100.0,0.26540515,0.79387116,0.8908274,0.7160048,0.74769795,0.7084799,106k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.604972909253213,55.47141795202251]}"
2_33_0,0.3088042,0.010607405,0.30768687,0.67286664,0.80481625,0.79068774,0.83021075,0.7423346,112E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.91919902135637,55.2480967723904]}"
2_34_0,0.5296462,0.24754259,0.4581441,0.83170503,0.9009565,0.88236445,0.8497216,0.50112194,95_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.37212043904573,55.02243997301957]}"
2_35_0,0.5744089,0.4077782,0.3978219,0.76168436,0.7897599,0.62237763,0.8084204,0.6610369,99_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.124728984081067,55.605446592413145]}"
2_36_0,0.7234042,0.07189543,0.37439975,0.5989811,0.7461676,0.48922244,0.41959065,0.6744879,178_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.318401185055382,55.4563262552493]}"
2_37_0,0.60817087,0.4534518,0.28454244,0.7688654,0.84057635,0.43520418,0.7595598,0.66474354,68_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.044239934623956,55.23102878199213]}"
2_38_0,0.7103079,0.26907632,0.3176839,0.7543034,0.6045253,0.81577766,0.7020593,0.6086956,152_2020,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.428893965002086,55.118559708420364]}"
2_39_0,0.53681314,0.3963333,0.3414387,0.8205895,0.8784314,0.77897066,0.7532439,0.7190227,242_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.950455818961878,55.21090651962785]}"
2_40_0,0.5791696,0.5993789,0.4235408,0.7106109,0.76883566,0.5414569,0.7261877,0.6755793,30E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.407163883690096,55.186292680842975]}"
2_41_0,0.51367784,0.15827338,0.4405051,0.57457775,0.8746867,0.8701865,0.55044544,0.5168611,P_33_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.87409901981172,55.501960671682575]}"
2_42_0,0.7778293,0.03215169,0.4246236,0.53554213,0.52912736,0.7943321,0.20241237,0.8281222,P_175_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.76684017488785,55.28528702515295]}"
2_43_0,0.6572831,0.5315315,0.40149516,0.6638348,0.80900055,0.39984804,0.8669302,0.77404046,55E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.283735363652074,55.08101012954417]}"
2_44_0,0.17078826,-100.0,0.39717084,0.4892857,0.8739229,0.73367655,0.82814103,0.7466192,78E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.500947999352174,55.45111602660141]}"
2_45_0,0.60655737,0.5436968,0.2140314,0.34585634,0.81069064,0.7365188,0.6664025,0.5548117,39k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.4102181556561,55.18611301778615]}"
2_46_0,0.53873485,0.4268577,0.25217098,0.5968369,0.7918512,0.76,0.7497123,0.71507883,60k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.3981807308489,55.20336067124125]}"
2_47_0,0.5888604,0.49884486,0.28156266,0.7787295,0.79453266,0.6935239,0.69174886,0.6686082,248_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.89745521719883,55.22689653168518]}"
2_48_0,0.526047,0.123732254,0.41295198,0.72326785,0.9055831,0.82947624,0.7024784,0.8316264,213_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.362777960090888,55.41787836108899]}"
2_49_0,0.53098696,-0.019389523,0.5459245,0.8162695,0.7977119,0.25194493,0.30324274,0.7424134,146k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.93572802258417,55.294809167164615]}"
2_50_0,0.5177171,0.20544554,0.3124388,0.5654058,0.79664093,0.77694374,0.7723803,0.65566164,66_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.119518755433173,55.58011410140097]}"
2_51_0,0.46419752,0.35491607,0.36898974,0.7051308,0.8849063,0.55744255,0.8614511,0.8575553,P_1_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.76953512074021,55.45147535271506]}"
2_52_0,0.23413259,0.11673424,0.404384,0.6527786,0.5948136,0.69005597,0.43356642,0.5802469,57_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.106403352285028,55.579215786116855]}"
2_53_0,0.7837935,0.045576025,0.34510565,0.75820524,0.84294814,0.48312432,0.7023911,0.83456457,358_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.270615386222076,55.89093118970633]}"
2_54_0,0.39709833,0.3758048,0.25197417,0.72448057,0.7941188,0.5479268,0.69888735,0.6283762,44_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.859186986095335,55.17479424520624]}"
2_55_0,0.51986885,0.50503486,0.3385214,0.826484,0.90700984,0.8662963,0.8479053,0.7919498,46E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.383628023246164,55.20120471455936]}"
2_56_0,0.5967807,0.05779387,0.24817382,0.48012397,0.7821576,0.7525572,0.7036213,0.6629982,297_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.724799019591053,55.73911590669013]}"
2_57_0,0.6328933,0.6234896,0.44167486,0.5780138,0.69562435,0.4698677,0.8592143,0.69910765,56E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.280681091686066,55.08029147731687]}"
2_58_0,0.5131846,0.20584927,0.38064682,0.7259823,0.85853106,0.8640614,0.86579144,0.7777778,148_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.779057262751873,55.26031386025442]}"
2_59_0,0.40798748,0.38875693,0.3209524,0.8700549,0.890625,0.74851036,0.76710045,0.7971621,119_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.910390957290147,55.227076194742004]}"
2_60_0,0.75793153,-100.0,0.4278892,0.71375895,0.8917677,0.6660966,0.8505324,0.8531057,305_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.561125974824478,55.741631189485666]}"
2_61_0,0.52436614,0.50364,0.36175796,0.80589503,0.9091224,0.84514004,0.8517128,0.80900407,42E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.380933077393806,55.202282692900305]}"
2_62_0,0.28790715,0.23321123,0.36727816,0.74318683,0.8663261,0.8692838,0.7902885,0.81042206,P_4_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.773667371047157,55.452373667999176]}"
2_63_0,0.6931503,0.5789433,0.3195212,0.68842924,0.86179733,0.7423907,0.6159832,0.73685193,243_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.959438971803074,55.206594606264076]}"
2_64_0,0.3601896,-100.0,0.44247416,0.80442804,0.90138656,0.8414185,0.8554063,0.82074076,77E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.503822608261355,55.439976917078326]}"
2_65_0,0.64173484,0.0071393605,0.3464878,0.7753789,0.62778205,0.7699391,0.6482784,0.69731945,341_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.322178683530538,55.862185100614504]}"
2_66_0,0.49751517,0.56577265,0.44513485,0.7566897,0.8984636,0.88122815,0.8630137,0.82179505,35k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.42441153714519,55.19617414896829]}"
2_67_0,0.55716,0.40844834,0.35883188,0.6554404,0.7334518,0.7668174,0.6454298,0.6892342,P_85_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.109996613421504,55.585683656162516]}"
2_68_0,0.37003687,-100.0,0.46149644,0.78411716,0.9005078,0.81712013,0.8584125,0.7313054,77E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.507415869397832,55.43979725402151]}"
2_69_0,0.59495664,0.040085517,0.52911866,0.64012545,0.7525044,0.75785387,0.57502085,0.66991746,141_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.75354510868288,55.28205309013012]}"
2_70_0,0.25049338,-100.0,0.41619256,0.8452681,0.8990218,0.8505523,0.8626489,0.8339248,80E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.528077120932583,55.44015658013515]}"
2_71_0,0.59005374,0.25390592,0.24035913,0.6982699,0.81164855,0.7387565,0.644802,0.6039679,322_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.18383812977613,55.83020507649985]}"
2_72_0,0.5810072,0.25361368,0.2792485,0.5426058,0.79592985,0.64774626,0.79881847,0.753678,67_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.123651005740122,55.57723949249179]}"
2_73_0,0.55188763,0.4699017,0.46387497,0.6053719,0.76086956,0.5899334,0.69282246,0.6213419,2k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.40141466587173,55.154851645898795]}"
2_74_0,0.24350606,-100.0,0.27310926,0.7906884,0.88762563,0.85381454,0.82519597,0.7603735,96k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.514961717784438,55.44913973297635]}"
2_75_0,0.45882303,0.43047157,0.3527508,0.79124206,0.88449264,0.7578904,0.8419042,0.7895798,45E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.38290937101887,55.20318100818442]}"
2_76_0,0.49398908,0.1069659,0.34222636,0.51797384,0.86309683,0.54955506,0.6823339,0.61232984,180_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.322174109248685,55.45560760302201]}"
2_77_0,0.4513686,0.013077072,0.2946128,0.84798735,0.8652714,0.8310269,0.81503016,0.76752657,131E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.005796614745492,55.27935814427776]}"
2_78_0,0.44649446,-100.0,0.4387204,0.76394176,0.7255762,0.671414,0.77563,0.70542055,121E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.92979914170898,55.29157523214178]}"
2_79_0,0.574359,0.5489362,0.42695442,0.73478585,0.8956556,0.87267524,0.8650635,0.8142019,35k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.425130189372485,55.196353812025116]}"
2_80_0,0.77680767,0.41626793,0.19621094,0.39178732,0.8658988,0.7836667,0.46809217,0.537206,153_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.43104992168397,55.11981734981813]}"
2_81_0,0.59963757,0.25349787,0.3698259,0.6512193,0.7024545,0.6095979,0.7152981,0.5769231,85_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.349662556942743,54.96620543623369]}"
2_82_0,0.5894332,0.4927176,0.26292917,0.7648166,0.8241665,0.64464563,0.63423425,0.74716896,247_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.908773989778734,55.22456091194647]}"
2_83_0,0.36413056,0.33138686,0.22195831,0.34426278,0.83929336,0.84713274,0.78644764,0.6676514,207_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08807772048899,55.24791710933358]}"
2_84_0,0.6695473,0.60512936,0.48501083,0.7615202,0.7896819,0.4930466,0.8299286,0.76569074,55E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.285172668106664,55.082627097055585]}"
2_85_0,0.5208691,-100.0,0.27689227,0.65869683,0.81898177,0.81996053,0.780537,0.58894455,263_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.802054134025333,55.25366632715194]}"
2_86_0,0.57548094,0.21345407,0.27799606,0.4636704,0.6651773,0.60830015,0.6926973,0.70988166,67_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.121135722944587,55.57741915554862]}"
2_87_0,0.6763754,0.3836398,0.5928444,0.71476793,0.82559055,0.8001378,0.57272726,0.44491664,14_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.48027759925372,55.09394586963549]}"
2_88_0,0.62239766,0.3917266,0.27147403,0.3891411,0.7213893,0.67173606,0.693188,0.72500247,317_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.530223929050766,55.80828618356733]}"
2_89_0,0.65833604,0.12727273,0.28390515,0.5347113,0.80053735,0.7905194,0.775263,0.76569813,297_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.725338008761526,55.7396548958606]}"
2_90_0,0.5765472,0.2767857,0.5705628,0.81512606,0.91173303,0.90249896,0.85499763,0.8157736,6_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.445063640116235,55.13041747017074]}"
2_91_0,0.61008936,0.2630614,0.31651542,0.65201366,0.8586399,0.85919654,0.83944446,0.69957083,149_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.779057262751873,55.262829143049956]}"
2_92_0,0.71044105,0.27652836,0.32677346,0.5845274,0.8863523,0.8194705,0.84615386,0.83188856,2_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.464287587196395,55.13131578545486]}"
2_93_0,0.6861067,-0.04013394,0.32585168,0.7118038,0.8445582,0.73387223,0.7803554,0.766662,284_2020,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.044239934623956,55.87997174324007]}"
2_94_0,0.19367991,0.0016322661,0.31437698,0.8385491,0.83423704,0.58063316,0.8701541,0.6732913,166k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.96663006835788,55.29013792768719]}"
2_95_0,0.68780017,0.18374024,0.36045107,0.7602015,0.8327916,0.6235859,0.83550334,0.6927763,P_72_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.129220560501665,55.58334803642381]}"
2_96_0,0.30266345,-100.0,0.29060772,0.732788,0.8816568,0.4576464,0.7965038,0.77103645,106k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.604613583139564,55.47465188704534]}"
2_97_0,0.6446419,0.47910663,0.37836224,0.7704081,0.8275811,0.6433033,0.7989193,0.79934937,36E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.388838251894057,55.189885941979455]}"
2_98_0,0.61042523,-100.0,0.30101576,0.75478226,0.8905747,0.74943733,0.7413349,0.76497954,11_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.421887105785952,55.11388846894294]}"
2_99_0,0.40127012,0.4180691,0.31460887,0.75346786,0.7922078,0.7043677,0.71779364,0.7002209,124k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.058797216508545,55.23785597815144]}"
2_100_0,0.50426584,0.6282428,0.4450262,0.58935076,0.74884677,0.58498603,0.8331408,0.69599736,74k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.286250646447606,55.07382360727121]}"
2_101_0,0.42913386,0.32967892,0.32789922,0.47585458,0.8527574,0.84652513,0.5065116,0.75734454,17_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.922248719040525,55.49207920355726]}"
2_102_0,0.6040381,0.5040128,0.19925706,0.3244707,0.75955063,0.68972534,0.70930177,0.6332454,39k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.410397818712926,55.18665200695662]}"
2_103_0,0.40229884,0.41259232,0.38513124,0.708586,0.8840779,0.81867903,0.7232335,0.78973275,23_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.936442100529614,55.48866560547761]}"
2_104_0,0.4777741,0.3960608,0.28897345,0.853235,0.83175194,0.7407271,0.68133914,0.4175093,197_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.045138249908078,55.22060832469634]}"
2_105_0,0.85255855,0.33914125,0.7309184,0.68186426,0.7723039,0.74152,0.48716146,0.49934238,14_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.4800979361969,55.09448485880596]}"
2_106_0,0.72612053,0.20069808,0.30788803,0.70901585,0.87249064,0.8289703,0.67293406,0.8340567,146_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.45350780378696,55.132393763795804]}"
2_107_0,0.50842917,0.46815073,0.24916667,0.737347,0.8045493,0.6282552,0.7031565,0.7096637,118_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.90464173947178,55.22312360749188]}"
2_108_0,0.5483871,0.21787709,0.2738574,0.51415986,0.7109692,0.6717307,0.74228436,0.6946929,67_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.120956059887764,55.577958144719084]}"
2_109_0,0.5384214,0.39055616,0.29631236,0.79488325,0.8874098,0.7919342,0.74925196,0.67810965,242_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.949916829791405,55.21000820434373]}"
2_110_0,0.3764391,0.43957302,0.3634445,0.8034825,0.85698146,0.76515025,0.81343496,0.7835274,124k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.05664125982666,55.23767631509461]}"
2_111_0,0.662587,0.54521024,0.26157805,0.8391992,0.87189054,0.78440315,0.72034717,0.50979894,242_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.952971101757413,55.21090651962785]}"
2_112_0,0.700751,0.57222074,0.28353813,0.75247097,0.83390915,0.61629695,0.7735923,0.8440007,23k_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.43321502692956,55.20264201901395]}"
2_113_0,0.64783335,0.49481553,0.3182221,0.78884935,0.824167,0.62989837,0.80004627,0.7020412,199_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.04441959768078,55.227076194742004]}"
2_114_0,0.5933333,0.14029583,0.55040157,0.7752066,0.806905,0.7274773,0.2668251,0.6465298,161_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.751389152000993,55.29373118882367]}"
2_115_0,0.35050648,0.022313518,0.41878632,0.67215973,0.7251356,0.77240694,0.86380297,0.8237061,112E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.919738010526842,55.24989340295864]}"
2_116_0,0.6194428,0.21716288,0.511488,0.5766437,0.84041035,0.71165687,0.797959,0.78438663,155_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.733243183261777,55.279537807334584]}"
2_117_0,0.5915064,0.31232092,0.32511088,0.7236719,0.8649805,0.7785303,0.7962879,0.7954916,54k_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.407702872860565,55.202282692900305]}"
2_118_0,0.5503463,0.10687091,0.2619518,0.61421853,0.8077253,0.71091443,0.748528,0.64040214,P_79_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.12814258216072,55.582988710310154]}"
2_119_0,0.6727578,0.5992054,0.3396743,0.6819929,0.805882,0.5391198,0.85330427,0.76148385,56E_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.280681091686066,55.08118979260099]}"
2_120_0,0.4919034,0.46659118,0.3286119,0.7368919,0.8802198,0.74773526,0.8495684,0.81213874,45E_2019,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[30.384167012416636,55.20318100818442]}"
2_121_0,0.69929624,0.47789288,0.33231553,0.8842019,0.8907201,0.6896171,0.6604514,0.8158397,119_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.911648598687915,55.226357542514705]}"
2_122_0,0.56811756,0.12109863,0.26530612,0.5277853,0.77334505,0.68075114,0.75081587,0.73957723,67_2019,0,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.123651005740122,55.57741915554862]}"
2_123_0,0.6970236,0.24594669,0.5676652,0.6893204,0.8419417,0.8057143,0.63197887,0.5953662,14_2020,1,y2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.479379283969603,55.09394586963549]}"
